RecordNo,endtime,qweek,gender,age,state,household_size,household_children,employment_status,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight
1840,2020-04-04 19:56:29,week 1,Male,28,Pennsylvania,1,0,Full time employment,0,6,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.772839760356
1841,2020-04-04 20:14:13,week 1,Male,30,Arkansas,2,3,Unemployed,2,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Very easy,Very willing,Rarely,Always,Always,Frequently,Always,Frequently,Always,Always, ,Not at all,Frequently,Sometimes,Always,Always,Always,Sometimes,Rarely,Frequently,Always,Frequently,5, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,1.34204159672
1842,2020-04-04 20:14:19,week 1,Male,34,Virginia,2,0,Full time employment,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,20,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.93593709428
1843,2020-04-04 20:47:46,week 1,Male,30,Texas,3,0,Unemployed,3,1,0,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Frequently,Always,Always,Always,Not at all,Not at all,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1.34204159672
1844,2020-04-04 20:53:41,week 1,Male,19,New York,5,1,Full time student,10,3,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Very willing,Always,Frequently,Always,Always,Always,Frequently,Sometimes,Frequently, ,Frequently,Frequently,Sometimes,Sometimes,Sometimes,Always,Frequently,Frequently,Sometimes,Frequently,Frequently,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.772839760356
1845,2020-04-04 21:12:05,week 1,Male,19,New Jersey,3,2,Retired,2,6,2,"Yes, and I tested positive","Yes, and they have not received their results from the test yet",No,No,No,Yes,No,No,Yes,Frequently,Yes,Yes,Yes,Very easy,Very willing,Always,Sometimes,Always,Always,Always,Always,Always,Always, ,Frequently,Frequently,Always,Sometimes,Frequently,Sometimes,Rarely,Always,Always,Frequently,Sometimes,2, , , , , , , , , , , , , ,__NA__,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,1.23533692063
1846,2020-04-07 02:58:34,week 1,Male,27,New Mexico,1,0,Not working,1,0,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,Not sure,Frequently,No,No,Yes,Neither easy nor difficult,Neither willing nor unwilling,Not at all,Always,Always,Sometimes,Always,Frequently,Always,Always, , ,Always,Always,Frequently,Always,Always,Frequently,Not at all,Frequently,Rarely,Sometimes,5, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,.87557359103
1847,2020-04-04 21:47:40,week 1,Male,24,Missouri,7,Don't know,Full time student,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Frequently,Frequently,Always,Frequently,Frequently,Always, , ,Frequently,Sometimes,Always,Always,Always,Sometimes,Always,Rarely,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.808950200197
1848,2020-04-04 21:52:24,week 1,Male,24,Alabama,Don't know,4,Not working,3,2,1, , , , , , , , , , , , ,No,Somewhat difficult,Somewhat willing,Not at all,Frequently,Sometimes,Rarely,Rarely,Not at all,Frequently,Sometimes, ,Always,Frequently,Always,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Not at all,Frequently,12, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,.828986648838
1849,2020-04-04 22:46:05,week 1,Male,29,Utah,3,0,Part time employment,2,2,1,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,25,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.87557359103
1850,2020-04-04 22:47:54,week 1,Male,19,Idaho,2,0,Unemployed,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Sometimes,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Sometimes,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.87557359103
1851,2020-04-04 23:20:17,week 1,Female,19,Missouri,6,3,Full time student,6,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Sometimes,Always,Rarely,Always,Frequently,Frequently,Frequently,Always, ,Sometimes,Rarely,Always,Frequently,Frequently,Sometimes,Not at all,Not at all,Frequently,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,.812731256242
1852,2020-04-04 23:24:22,week 1,Male,20,New Mexico,4,1,Not working,2,5,5,"Yes, and I tested positive","Yes, and they tested negative",No,Yes,No,No,No,No,Yes,Frequently,No,No,Yes,Very easy,Somewhat willing,Frequently,Sometimes,Sometimes,Rarely,Frequently,Frequently,Sometimes,Sometimes, ,Always,Frequently,Frequently,Frequently,Sometimes,Frequently,Frequently,Always,Frequently,Sometimes,Frequently,8, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1.39955064324
1853,2020-04-04 23:41:52,week 1,Male,21,California,5,1,Full time employment,2,1,1,"No, I have not","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Neither willing nor unwilling,Frequently,Always,Always,Always,Frequently,Frequently,Frequently,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Sometimes,Frequently,Always,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,Yes,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.39955064324
1854,2020-04-05 01:01:48,week 1,Male,35,Illinois,2,0,Unemployed,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Rarely,Always,Sometimes,Always,Always,Sometimes,Always,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,60, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.913315673842
1855,2020-04-05 02:02:49,week 1,Male,29,Alabama,4,2,Full time employment,3,15,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Somewhat willing,Always,Always,Frequently,Always,Always,Always,Frequently,Always,Frequently,Always,Always,Frequently,Frequently,Always,Rarely,Always,Not at all,Not at all,Rarely,Always,10,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,__NA__,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,.828986648838
1856,2020-04-05 02:57:13,week 1,Male,19,Washington,4,0,Full time student,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Somewhat willing,Sometimes,Always,Frequently,Always,Always,Frequently,Rarely,Not at all, , ,Always,Frequently,Always,Always,Always,Always,Not at all,Rarely,Rarely,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.87557359103
1857,2020-04-05 03:44:48,week 1,Male,18,Wisconsin,4,0,Unemployed,4,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Always,Sometimes,Always,Always,Always,Sometimes,Rarely,Always, , ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Not at all,Frequently,0, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.808950200197
1858,2020-04-05 05:53:15,week 1,Male,25,California,4,4,Not working,4,5,3,"Yes, and I tested negative", , , , , , , , , , , ,Yes,Somewhat difficult,Somewhat willing,Sometimes,Not at all,Rarely,Not at all,Not at all,Not at all,Sometimes,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Rarely,Rarely,Frequently,Not at all,Sometimes,Rarely,0, , , , , , , , , , , , , ,__NA__,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1.39955064324
1859,2020-04-05 06:10:08,week 1,Male,29,California,3,1,Part time employment,1,1,2,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Not sure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,10,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,__NA__,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1.39955064324
1860,2020-04-05 06:15:32,week 1,Male,18,New York,6,0,Full time student,0,0,0,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Somewhat easy,Somewhat willing,Rarely,Frequently,Frequently,Sometimes,Frequently,Sometimes,Rarely,Rarely, , ,Frequently,Frequently,Rarely,Rarely,Rarely,Always,Sometimes,Rarely,Always,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.772839760356
1861,2020-04-05 06:20:14,week 1,Male,18,New York,6,0,Full time student,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Very easy,Somewhat willing,Always,Always,Frequently,Sometimes,Always,Always,Sometimes,Frequently, , ,Sometimes,Always,Sometimes,Sometimes,Always,Frequently,Always,Frequently,Frequently,Sometimes,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.772839760356
1862,2020-04-05 06:39:29,week 1,Male,27,California,4,2,Full time employment,3,5,0,"Yes, and I tested negative","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Always,Always,Always,Always,Always,Always,Rarely,Always,Always,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Always,Frequently,Frequently,5,No,No,No,No,No,No,No,No,Yes,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.87557359103
1863,2020-04-05 06:52:41,week 1,Male,21,Michigan,Prefer not to say,0,Full time student,0,0,3,"Yes, and I tested positive",Not sure,No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Frequently,Always,Always,Always,Frequently,Always,Always,Frequently, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,.828986648838
1864,2020-04-05 07:59:43,week 1,Male,24,California,5,0,Unemployed,6,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Not sure,Not sure,Always,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.87557359103
1865,2020-04-05 08:21:05,week 1,Male,31,California,Prefer not to say,0,Other,1,1,1,"Yes, and I have not received my results from the test yet", ,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Rarely,Always,Always,Rarely,Rarely,Rarely,Sometimes,Rarely, , ,Not at all,Rarely,Sometimes,Rarely,Not at all,Not at all,Rarely,Sometimes,Not at all,Not at all,1, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,1.41746092268
1866,2020-04-05 11:28:14,week 1,Male,41,Texas,1,0,Full time employment,0,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Rarely,Not at all,Always,Not at all, ,Always,Not at all,Not at all,Frequently,Sometimes,Sometimes,Not at all,Always,Rarely,Frequently,30,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.34204159672
1867,2020-04-05 14:29:41,week 1,Male,20,Texas,6,3,Full time student,5,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Sometimes,Always,Always,Frequently,Always,Always,Always,Always, ,Rarely,Sometimes,Frequently,Frequently,Always,Always,Frequently,Not at all,Sometimes,Always,Frequently,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.32508427561
1868,2020-04-05 15:34:54,week 1,Male,23,Ohio,4,4,Unemployed,2,3,2,"Yes, and I tested negative","Yes, and they tested negative",No,No,No,No,Yes,No,Yes,Always,Yes,Yes,Yes,Somewhat easy,Very willing,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Always,Frequently, ,Rarely,Frequently,Always,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Frequently,Not at all,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1.29305724228
1869,2020-04-05 15:56:31,week 1,Male,29,Michigan,1,0,Part time employment,2,2,2,"No, I have not","No, they have not",No,Yes,No,No,No,No,Yes,Always,Yes,Yes,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,.808950200197
1870,2020-04-05 15:57:22,week 1,Male,29,California,2,0,Unemployed,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Not at all,Frequently,Always,Always, , ,Always,Frequently,Frequently,Always,Always,Frequently,Not at all,Not at all,Always,Frequently,8, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.87557359103
1871,2020-04-05 16:14:49,week 1,Male,26,Maryland,2,0,Full time employment,1,5,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Not at all,No,No,Yes,Very easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Frequently,Always,Always,Not at all, ,Always,Not at all,Always,Always,Always,Always,Not at all,Not at all,Rarely,Frequently,25,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Automotive Repair, , , , , , , , , , , , , , , ,.828986648838
1872,2020-04-05 16:33:12,week 1,Male,44,California,5,0,Full time employment,1,1,5,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Sometimes,Not at all,Always,Not at all, ,Always,Always,Frequently,Always,Always,Always,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.41746092268
1873,2020-04-05 17:28:43,week 1,Male,33,Texas,8 or more,4,Unemployed,12,20,3,"No, I have not","No, they have not",No,Yes,No,No,No,No,No,Sometimes,No,No,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Frequently,Frequently,Always, ,Frequently,Always,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,Not at all,Sometimes,Always,Always,10, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.34204159672
1874,2020-04-05 17:49:25,week 1,Male,21,District of Columbia,3,2,Part time employment,2,2,1,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,Yes,Always,No,Yes,Yes,Very easy,Very willing,Sometimes,Frequently,Frequently,Frequently,Sometimes,Rarely,Frequently,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Frequently,Frequently,Sometimes,Sometimes,6,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.67193513644
1875,2020-04-05 19:07:44,week 1,Male,20,Kentucky,8 or more,3,Part time employment,8,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Somewhat difficult,Somewhat unwilling,Rarely,Frequently,Not at all,Not at all,Rarely,Rarely,Rarely,Sometimes,Not at all,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.828986648838
1876,2020-04-05 19:16:25,week 1,Male,23,California,5,3,Full time student,4,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Neither easy nor difficult,Neither willing nor unwilling,Always,Always,Always,Always,Always,Always,Sometimes,Always, ,Frequently,Always,Always,Always,Always,Always,Always,Rarely,Frequently,Always,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.87557359103
1877,2020-04-05 19:59:05,week 1,Male,26,Kansas,Prefer not to say,Prefer not to say,Full time employment,0,0,0,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all, ,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,200,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.808950200197
1878,2020-04-05 20:27:19,week 1,Male,19,Missouri,5,2,Retired,5,5,1,"No, I have not", , , , , , , , , , , ,Yes,Neither easy nor difficult,Somewhat unwilling,Not at all,Always,Rarely,Always,Always,Sometimes,Always,Always, ,Always,Always,Rarely,Sometimes,Sometimes,Frequently,Always,Always,Not at all,Frequently,Frequently,5, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.808950200197
1879,2020-04-05 21:39:02,week 1,Male,21,Florida,6,4,Not working,2,3,2,"Yes, and I tested positive","Yes, and they tested negative",No,Yes,No,No,Yes,No,Yes,Always,Yes,No,Yes,Not sure,Somewhat willing,Sometimes,Frequently,Sometimes,Frequently,Sometimes,Always,Frequently,Sometimes, ,Frequently,Rarely,Frequently,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,9, , , , , , , , , , , , , ,__NA__,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,1.32508427561
1880,2020-04-05 21:56:08,week 1,Male,19,New York,3,1,Full time student,0,0,0,"No, I have not",Not sure,No,No,No,No,No,Yes, , , , ,No,Somewhat easy,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.23533692063
1881,2020-04-05 22:03:31,week 1,Male,30,Hawaii,4,2,Not working,1,2,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Sometimes,Not at all,Sometimes,Always,Sometimes,Frequently,Rarely, ,Sometimes,Rarely,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Frequently,Sometimes,Sometimes,Sometimes,20, , , , , , , , , , , , , ,__NA__,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,1.41746092268
1882,2020-04-05 22:41:22,week 1,Male,32,California,1,0,Unemployed,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,.988534379614
1883,2020-04-05 22:51:45,week 1,Male,34,Texas,4,2,Unemployed,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Frequently,Always,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.34204159672
1884,2020-04-05 23:01:00,week 1,Male,23,South Carolina,1,0,Full time student,5,2,4,"Yes, and I tested negative","Yes, and they tested negative", , , , , , , , , , ,Not sure,Not sure,Not sure,Always,Frequently,Not at all,Rarely,Frequently,Rarely,Rarely,Not at all, , ,Frequently,Rarely,Not at all,Frequently,Frequently,Sometimes,Always,Frequently,Frequently,Not at all,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1.32508427561
